# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
-3.599999999999999867e-01,9.942701945806720065e-02,9.427874586604699514e-02,1.290465498997998894e+00,1.143380568409143594e+00,1.575483157418299696e+00,-5.195462489157775643e+00,7.050595537371753707e+00,4.599636371306790039e+00
-3.599999999999999867e-01,9.064436689423512050e-02,9.438332530676986354e-02,1.279585820154752751e+00,1.158270385287560655e+00,1.580225581529458356e+00,-5.333263043749495225e+00,7.261838307274678606e+00,4.719893352217613192e+00
-3.599999999999999867e-01,9.231509623361172645e-02,9.446930804990419372e-02,1.279585820154752751e+00,1.158270385287560655e+00,1.585107488702709899e+00,-5.470505305456446088e+00,7.404818155361376775e+00,4.818877640389894523e+00
-3.599999999999999867e-01,8.866943480144343082e-02,9.456792348636899881e-02,1.273936756139990134e+00,1.165907082937146955e+00,1.590024183417700465e+00,-5.609268481817184515e+00,7.479947039362965455e+00,4.906981805858746881e+00
-3.599999999999999867e-01,8.498886741640486464e-02,9.458511222028591348e-02,1.268148209063134857e+00,1.173578651352256363e+00,1.595080527642352308e+00,-5.746674416966129684e+00,7.526234720996837879e+00,5.004852975919159341e+00
-3.599999999999999867e-01,8.119087368297460416e-02,9.443784945225616734e-02,1.262220178924186698e+00,1.181319961298412435e+00,1.600276188481528639e+00,-5.831058479287277940e+00,7.601024468078362517e+00,5.153919256747141020e+00
-3.599999999999999867e-01,7.734675605817074862e-02,9.423910711640540172e-02,1.256187536488668766e+00,1.189096142010091617e+00,1.605611498830366246e+00,-6.004368541944922200e+00,7.656672744824943422e+00,5.297443527087930093e+00
-3.599999999999999867e-01,7.362239246954149774e-02,9.390359789944838220e-02,1.250015410991057951e+00,1.196837451956247467e+00,1.611121079783035981e+00,-6.129790945720044348e+00,7.575387381397147735e+00,5.469245852190929291e+00
-3.599999999999999867e-01,6.981870610454335435e-02,9.374417773477360105e-02,1.243703802431354255e+00,1.204543891136880207e+00,1.616700402266751713e+00,-6.226317358136272517e+00,7.555529492987708373e+00,5.538861854029748066e+00
-3.599999999999999867e-01,6.599897053977715755e-02,9.329716433511292539e-02,1.237217840044034345e+00,1.212215459551989838e+00,1.622453995354299794e+00,-6.458736419894531622e+00,7.533127730912020148e+00,5.711831392704259436e+00
-3.599999999999999867e-01,6.209344574633894609e-02,9.287092796764882807e-02,1.230662136125667994e+00,1.219887027967099247e+00,1.628347237951508930e+00,-6.524095525178426946e+00,7.552833042384004436e+00,5.842455282983443077e+00
-3.599999999999999867e-01,5.831392090622429525e-02,9.243371798420949026e-02,1.223966949145208760e+00,1.227488854851162214e+00,1.634379797163242998e+00,-6.620063644709886397e+00,7.451014290832777220e+00,5.946522463767491828e+00
-3.599999999999999867e-01,5.452219736654824456e-02,9.185124458405294345e-02,1.217236891399226417e+00,1.235020940204178963e+00,1.640517051895330480e+00,-6.659211419202517135e+00,7.365227907750134584e+00,6.099663242356989201e+00
-3.599999999999999867e-01,5.075807863488954880e-02,9.119975009721108250e-02,1.210437092122197411e+00,1.242448413260625939e+00,1.646793789689510845e+00,-6.713754900215635146e+00,7.279456782361235057e+00,6.254889470268846452e+00
-3.599999999999999867e-01,4.706798582948130277e-02,9.065959633265754936e-02,1.203637292845168627e+00,1.249736403254979811e+00,1.653175223004045069e+00,-6.712869260446876929e+00,7.171085544877958462e+00,6.330546825299249392e+00
-3.599999999999999867e-01,4.330725429300565088e-02,9.000048530177587325e-02,1.196767752037093402e+00,1.256989522483810795e+00,1.659661185391364979e+00,-6.772986654397747053e+00,7.110966070332487732e+00,6.441655431746728944e+00
-3.599999999999999867e-01,3.944805213695391083e-02,8.927802847322072188e-02,1.189828469697971514e+00,1.264242641712641557e+00,1.666286630840777772e+00,-6.853649920039656784e+00,7.101956402175919614e+00,6.551500423739489598e+00
-3.599999999999999867e-01,3.548872551149430399e-02,8.870934530054139233e-02,1.182854316593326516e+00,1.271495760941472319e+00,1.672946863831929809e+00,-6.889972940594815576e+00,7.145166190862456190e+00,6.577525194548141663e+00
-3.599999999999999867e-01,3.152208950432035944e-02,8.783207306666472591e-02,1.175775551192111745e+00,1.278748880170303082e+00,1.679746746332742680e+00,-7.010734118930765923e+00,7.147256494905554369e+00,6.724524751405176914e+00
-3.599999999999999867e-01,2.228927087387797337e-02,8.696072628862720755e-02,1.161513408093112876e+00,1.293429472455580820e+00,1.686651157906341236e+00,-7.056773516275510083e+00,7.167366135261788784e+00,6.843851012997539840e+00
-3.599999999999999867e-01,1.793993321761161441e-02,8.617275782950249707e-02,1.154330030395328333e+00,1.300961557808597346e+00,1.693625311010986234e+00,-7.111758083344172476e+00,7.258535016578834487e+00,6.905303455151118541e+00
-3.599999999999999867e-01,1.341573742325752328e-02,8.522188970300915989e-02,1.147042040400974461e+00,1.308598255458183646e+00,1.700703993188416918e+00,-7.091006926319104231e+00,7.401457301548218126e+00,7.023153188107861489e+00
-3.599999999999999867e-01,8.877877661921263625e-03,8.437154800298071744e-02,1.139719179641097035e+00,1.316234953107769945e+00,1.707852583344461994e+00,-7.203705107042226885e+00,7.507727138483854645e+00,7.074171448334293899e+00
-3.599999999999999867e-01,4.377203663320414738e-03,8.332616137848626592e-02,1.132326577350173391e+00,1.323906521522879576e+00,1.715105702573292978e+00,-7.246501550934572045e+00,7.501666366409322606e+00,7.197317681615239771e+00
-3.599999999999999867e-01,-2.649728988095879922e-04,8.224059207367055702e-02,1.124829362762679974e+00,1.331682702234558757e+00,1.722463350874909205e+00,-7.341478613904125261e+00,7.512746919726041028e+00,7.314989870499309710e+00
-3.599999999999999867e-01,-5.072493235499016956e-03,8.115216694451569956e-02,1.117262406644140338e+00,1.339493753711761048e+00,1.729960648686186708e+00,-7.398193542149804180e+00,7.613253509615176995e+00,7.399573669902214768e+00
-3.599999999999999867e-01,-9.923132081262758114e-03,8.001154382679363797e-02,1.109590838229030707e+00,1.347304805188963561e+00,1.737527521580942480e+00,-7.484190065287211979e+00,7.705016747456754800e+00,7.493088074866824932e+00
-3.599999999999999867e-01,-1.471376762244649625e-02,7.893052566431356387e-02,1.101814657517351526e+00,1.355115856666165852e+00,1.745164302454312866e+00,-7.613959524716660709e+00,7.684583227874199451e+00,7.539377837095299739e+00
-3.599999999999999867e-01,-1.958808925397328982e-02,7.784707373504413941e-02,1.093898993743579462e+00,1.362961778908891475e+00,1.752835870869422275e+00,-7.725512684877354985e+00,7.670923430783002317e+00,7.578072041964777128e+00
-3.599999999999999867e-01,-2.447782147912671430e-02,7.692460154988881027e-02,1.085913588438760957e+00,1.370737959620570656e+00,1.760472485295224487e+00,-7.851216662455231088e+00,7.668703436343069946e+00,7.544729126410676834e+00
-3.599999999999999867e-01,-2.934630246090232097e-02,7.578298714134530656e-02,1.077788700071849348e+00,1.378479269566726728e+00,1.768179007699641314e+00,-8.020170653548607476e+00,7.573449654291501965e+00,7.603024613022057565e+00
-3.599999999999999867e-01,-3.412431073890770383e-02,7.454890581898766799e-02,1.069524328642845301e+00,1.386115967216313027e+00,1.775955105187536187e+00,-8.202779587012443585e+00,7.493930715680483523e+00,7.689534349494532961e+00
-3.599999999999999867e-01,-3.874870592519109869e-02,7.325603086276313847e-02,1.061155344917271037e+00,1.393578311038283113e+00,1.783801110654045896e+00,-8.274330541830773100e+00,7.286193054149761039e+00,7.787169025301894365e+00
-3.599999999999999867e-01,-4.336545094743791962e-02,7.198149977614756723e-02,1.052681748895127445e+00,1.400901171798160316e+00,1.791751645193341513e+00,-8.404663148865729738e+00,7.114731253029893843e+00,7.848535469545270260e+00
-3.599999999999999867e-01,-4.802488530177481674e-02,7.047256273453172959e-02,1.044138411341937411e+00,1.408084549495944637e+00,1.799841662794729569e+00,-8.447223098505025618e+00,7.029711222292181816e+00,7.991101279306245253e+00
-3.599999999999999867e-01,-5.262719605795963124e-02,6.908974668657044682e-02,1.035490461492177605e+00,1.415128444131636076e+00,1.807966467937857091e+00,-8.578964268085279343e+00,6.931169407238511937e+00,8.060608396694243893e+00
-3.599999999999999867e-01,-5.728646567044688720e-02,6.778051473488758139e-02,1.026737899345848026e+00,1.422137468001804406e+00,1.816161181059599006e+00,-8.655107788720929562e+00,6.859832060132617038e+00,8.074377078236260274e+00
-3.599999999999999867e-01,-6.176335549648988288e-02,6.650952483012079197e-02,1.017845854137425565e+00,1.428972138044356521e+00,1.824320940192033502e+00,-8.773234240759688163e+00,6.673894175306180898e+00,8.076126164764694693e+00
-3.599999999999999867e-01,-6.630214837476638978e-02,6.524312245849175906e-02,1.008884067397956663e+00,1.435702195790338864e+00,1.832480699324468221e+00,-8.881008347592297625e+00,6.568738150013947674e+00,8.073777173459459888e+00
-3.599999999999999867e-01,-7.078352144906985277e-02,6.386448849821832474e-02,9.998525391274415419e-01,1.442292770474228547e+00,1.840710199987949380e+00,-8.944177973823750349e+00,6.449392469538636874e+00,8.108137499773754087e+00
-3.599999999999999867e-01,-7.538708097508162176e-02,6.254310432590984292e-02,9.907512693258798686e-01,1.448848474392594898e+00,1.848939700651430318e+00,-9.010627310678895441e+00,6.422199791626939991e+00,8.111735541371494662e+00
-3.599999999999999867e-01,-7.996691621788899751e-02,6.114826554006511788e-02,9.816151287587948637e-01,1.455334436779914586e+00,1.857169201314911700e+00,-9.042398683777236101e+00,6.365647149760186529e+00,8.149757714184646673e+00
-3.599999999999999867e-01,-8.441417703545769924e-02,5.971550971085565207e-02,9.724092466606634177e-01,1.461680916105141614e+00,1.865468443509439300e+00,-9.081574199531221581e+00,6.219714937933784604e+00,8.186834603517128883e+00
-3.599999999999999867e-01,-8.890511057801095407e-02,5.851522334537533065e-02,9.631684937970088622e-01,1.467957653899321979e+00,1.873697944172920238e+00,-9.169474466729115036e+00,6.111865929695516009e+00,8.122479038362749648e+00
-3.599999999999999867e-01,-9.343108271972019874e-02,5.708398783292277512e-02,9.537533871057380930e-01,1.474129779396932793e+00,1.881962232378140421e+00,-9.302846128945510884e+00,6.057933449963742056e+00,8.162103962550686376e+00
-3.599999999999999867e-01,-9.793091846038058657e-02,5.176117351985203008e-02,9.442685388834208826e-01,1.480232163363497389e+00,1.898386446163363495e+00,-9.386744025661414526e+00,5.972414076521641135e+00,8.104576215347305990e+00
-3.599999999999999867e-01,-1.025484213112058951e-01,5.036901051025666209e-02,9.347139491300572312e-01,1.486299676564538430e+00,1.906580992837537458e+00,-9.453266183327617256e+00,5.974806066781974678e+00,8.136016080372453274e+00
-3.599999999999999867e-01,-1.070899678711002279e-01,4.910682694230133344e-02,9.250547470801239180e-01,1.492297448234533253e+00,1.914775705959279373e+00,-9.512238556716059890e+00,5.896022965128398852e+00,8.099138928121726977e+00
-3.599999999999999867e-01,-1.117284472388057615e-01,4.774008732341179784e-02,9.152560619680976117e-01,1.498295219904527853e+00,1.923005206622760532e+00,-9.691127387032191010e+00,5.860285285187830873e+00,8.102395752204804680e+00
-3.599999999999999867e-01,-1.164229478688123820e-01,4.635450826394594409e-02,9.053876353250249753e-01,1.504258120808999344e+00,1.931199753296934052e+00,-9.794754175292231579e+00,5.851264520526720858e+00,8.120202867868572483e+00
-3.475276427191834050e-01,-1.209439612710775519e-01,4.508340354001393047e-02,8.953448548543361252e-01,1.510081538651377953e+00,1.939359512429368770e+00,-9.946095933082855112e+00,5.712877238257343393e+00,8.085701754652903972e+00
-3.329267500401135726e-01,-1.254753612207065994e-01,4.379330768598591050e-02,8.851625913215543928e-01,1.515800344197186789e+00,1.947449530030757270e+00,-1.006983721641986307e+01,5.604806993459767739e+00,8.074204388884327344e+00
-3.172330430036348625e-01,-1.299298133224503771e-01,4.267558340946099593e-02,8.741244543934485467e-01,1.521379666680902742e+00,1.955539547632145325e+00,-1.052507755703908998e+01,5.464371019039322874e+00,7.972435571603536886e+00
-3.026194994060758536e-01,-1.343671050091418684e-01,4.139237916830594555e-02,8.636980955020042705e-01,1.526854376868049146e+00,1.963559823702487162e+00,-1.031609361934199498e+01,5.327211981116438011e+00,7.966598810214447823e+00
-2.876813380490256811e-01,-1.389430663599737215e-01,4.021518329384587975e-02,8.532368658450367738e-01,1.532259345524149108e+00,1.971475570700043090e+00,-1.033351443794139612e+01,5.325037759757740297e+00,7.929490018431408771e+00
-2.726402127150314714e-01,-1.433059439524236867e-01,3.917767110947761866e-02,8.427407654225459455e-01,1.537524831118155966e+00,1.979356363708292044e+00,-1.035888520851360539e+01,5.155223789562359826e+00,7.826721822210306989e+00
-2.574874658747895451e-01,-1.476203510598262658e-01,3.810659764739363770e-02,8.322097942345320076e-01,1.542615962884546832e+00,1.987167415185494335e+00,-1.040409306154923286e+01,5.007124985224133518e+00,7.753458538034840863e+00
-2.424426306022041122e-01,-1.518041258020063622e-01,3.703161935028403962e-02,8.217485645775645109e-01,1.547532740823321484e+00,1.994908725131650407e+00,-1.033655349312283356e+01,4.798933754070256796e+00,7.650222208028373494e+00
