# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
-3.599999999999999867e-01,6.395047565696083958e-02,1.124654610496571561e-01,1.622454161801867967e+00,1.064642379857701382e+00,2.061407191760656232e+00,-8.713707735675679800e+00,4.265170386122659196e-01,1.096774694507529979e+01
-3.599999999999999867e-01,6.488395401850097222e-02,1.040332985228914209e-01,1.613527245827922396e+00,1.065095699809503360e+00,2.084142972493691293e+00,-8.838874919846336553e+00,4.686053868085260365e-01,1.120700284069449637e+01
-3.599999999999999867e-01,6.574745677489129969e-02,1.071312548613083115e-01,1.604530588322930384e+00,1.065653632057875111e+00,2.084142972493691293e+00,-8.907818889628829950e+00,5.257801264611646763e-01,1.134623415084059950e+01
-3.599999999999999867e-01,6.660030061775433496e-02,1.043815172333937141e-01,1.595394447755845269e+00,1.066246435071769749e+00,2.095720066647401847e+00,-9.040495633248283980e+00,5.870432345059952706e-01,1.149558269900286867e+01
-3.599999999999999867e-01,6.746867320336583096e-02,9.956922745975421707e-02,1.586153694892190602e+00,1.066874108851187941e+00,2.108118163430913405e+00,-9.178909269715948227e+00,6.256986016095749115e-01,1.245096053114977153e+01
-3.599999999999999867e-01,6.832702450362486413e-02,9.843479512195760228e-02,1.576057068633211822e+00,1.067536653396129243e+00,2.119904482177763505e+00,-1.021233991481125791e+01,6.667799420186488746e-01,1.169982426807133002e+01
-3.599999999999999867e-01,6.924075625649722676e-02,9.542744986926426920e-02,1.566572220410894722e+00,1.068199197941070544e+00,2.131830283986706487e+00,-9.448937159493171478e+00,6.687710710524035207e-01,1.182921644634635072e+01
-3.599999999999999867e-01,7.012210391579980218e-02,9.232584920301223352e-02,1.557017630657530960e+00,1.068896613251534955e+00,2.143895568857742351e+00,-9.455419598740299136e+00,6.944955427068876253e-01,1.194928756080609489e+01
-3.599999999999999867e-01,7.110135376373585836e-02,8.913233028030551064e-02,1.547358428607597647e+00,1.069559157796476256e+00,2.168374846255046506e+00,-9.558055330438428143e+00,6.619474142906093261e-01,1.205835510394938304e+01
-3.599999999999999867e-01,7.198002331889491456e-02,7.982523775474849315e-02,1.537629485026617893e+00,1.070291443872463777e+00,2.180719097250268135e+00,-9.634793901130143112e+00,6.958347520987998580e-01,1.209811249266028810e+01
-3.599999999999999867e-01,7.268784611199047285e-02,7.650094275751058437e-02,1.527726187618021925e+00,1.071128342245021292e+00,2.193098219011012873e+00,-9.760597747248896283e+00,8.414618100502967435e-01,1.218328232620931750e+01
-3.599999999999999867e-01,7.336457254914974246e-02,7.308597370882681521e-02,1.517753148678379516e+00,1.072069852914148358e+00,2.205547082302804274e+00,-9.888486349158476685e+00,9.585188364638211889e-01,1.227276315177291366e+01
-3.599999999999999867e-01,7.383679836602902169e-02,6.972050077389793654e-02,1.507640626676644446e+00,1.073220588176414747e+00,2.218030816360118784e+00,-9.988556014181273923e+00,1.146615684955209602e+00,1.230470305303398248e+01
-3.599999999999999867e-01,7.397802699227555567e-02,6.643999767494634945e-02,1.497388621612816273e+00,1.074685160328390232e+00,2.230479679651910185e+00,-1.012690653927935536e+01,1.458448268531336689e+00,1.227832388761152238e+01
-3.599999999999999867e-01,7.402343182564437296e-02,6.309068672177417514e-02,1.487066875017941658e+00,1.076393827839028372e+00,2.242893672178178477e+00,-1.023780153801440207e+01,1.707084178146190290e+00,1.227004589522319122e+01
-3.599999999999999867e-01,7.410861983340399917e-02,5.961422002416906507e-02,1.476605645360974162e+00,1.078241978411759172e+00,2.255342535469969434e+00,-1.039156025320058241e+01,1.829561153496946257e+00,1.229114728567286718e+01
-3.599999999999999867e-01,7.414935883809499473e-02,5.612206806564597195e-02,1.466109544938483333e+00,1.080194741281059745e+00,2.267791398761760835e+00,-1.039712029550765493e+01,1.933931407561299221e+00,1.229415859959295076e+01
-3.599999999999999867e-01,7.426218172633702874e-02,5.256256113656175566e-02,1.455473961453899623e+00,1.082182374915883649e+00,2.280310003584598899e+00,-1.049991553945857881e+01,1.951886245441783796e+00,1.228703603074005635e+01
-3.599999999999999867e-01,7.409107643601997584e-02,4.886185969477391255e-02,1.444803507203792803e+00,1.084344362378323545e+00,2.292828608407436519e+00,-1.054723172835718614e+01,2.141199548243588602e+00,1.232370026880988156e+01
-3.599999999999999867e-01,7.386609202019371601e-02,4.517747933850583403e-02,1.434028440657116210e+00,1.086645832902856323e+00,2.305347213230274583e+00,-1.064347656697066213e+01,2.295626827828423089e+00,1.236683654315382697e+01
-3.599999999999999867e-01,7.371804441325745250e-02,4.139381632042242465e-02,1.423148761813870067e+00,1.089017044958435765e+00,2.317830947287589094e+00,-1.076271613712129138e+01,2.332561543196459475e+00,1.235694262229156770e+01
