# u_torque_1, u_torque_2, u_torque_3, y_angle_1, y_angle_2, y_angle_3, y_vel_1, y_vel_2, y_vel_3
5.971290779399173604e-02,-4.674845146311885913e-02,-3.934942688042475378e-02,8.084278489239085097e-01,1.269752222665311070e+00,1.801794425664030141e+00,2.754637899397324841e+00,1.723550697354979455e+00,0.000000000000000000e+00
5.948697694432583671e-02,-4.766434802840312235e-02,-3.952297454150489886e-02,8.112524641550737936e-01,1.271391148644902547e+00,1.801759554898507032e+00,2.815649949026892696e+00,1.602218049035116998e+00,-5.796536560125592312e-03
5.899354654380164348e-02,-4.840244591842240984e-02,-3.971391771159961392e-02,8.142513499900710938e-01,1.272855720796878032e+00,1.801724684132983700e+00,2.973637819506640412e+00,1.405386170874575624e+00,-5.796536560125592312e-03
5.850269413160173043e-02,-4.908394602313613519e-02,-3.989937064583817111e-02,8.173199773561149462e-01,1.274145939121237303e+00,1.801689813367460591e+00,3.041550507898262534e+00,1.254208780057478378e+00,-1.154799357054932252e-02
5.793816260096389115e-02,-4.965643609901644606e-02,-4.009306027439164116e-02,8.204233922638979326e-01,1.275261803617980583e+00,1.801654942601937481e+00,3.123022431308671187e+00,1.096230619019205044e+00,-6.157103604587101098e-02
5.714144962230501695e-02,-5.029527629166341551e-02,-4.034839011484222387e-02,8.237012442230811082e-01,1.276307926583677421e+00,1.801654942601937481e+00,3.264261515245342249e+00,1.033544384266863680e+00,-2.140238313537637729e-03
5.640233869985199905e-02,-5.114360732794567127e-02,-4.058615306081639340e-02,8.270140501715715908e-01,1.277423791080420479e+00,1.801654942601937481e+00,3.286507232725910388e+00,1.111618003161285451e+00,-8.183672099722659671e-05
5.546535653353525802e-02,-5.199321017863807459e-02,-4.082674366590215154e-02,8.304313851928475376e-01,1.278574526342687090e+00,1.801654942601937481e+00,3.389020902874079866e+00,1.146611523766006169e+00,-1.387063067749603268e-05
5.440333100433080576e-02,-5.286147851041050894e-02,-4.107419401982152773e-02,8.339532492869092817e-01,1.279760132370476589e+00,1.801654942601937481e+00,3.498434518252770076e+00,1.155892362752318991e+00,-1.387063067749603268e-05
5.338471434319382036e-02,-5.361359448600291205e-02,-4.132882227581484436e-02,8.375100673702781107e-01,1.280875996867219868e+00,1.801654942601937481e+00,3.501427800352973740e+00,1.077849259245387437e+00,-1.387063067749603268e-05
5.222535877474032695e-02,-5.433479012810792097e-02,-4.159080562680254889e-02,8.411018394429543577e-01,1.281922119832916485e+00,1.801654942601937481e+00,3.581632641650993154e+00,9.976964328124089398e-01,-1.387063067749603268e-05
5.110019035661528958e-02,-5.496689378827940980e-02,-4.186031614174538784e-02,8.447283990573698498e-01,1.282863630502043772e+00,1.801654942601937481e+00,3.563752705176166824e+00,8.816582042221464688e-01,-1.387063067749603268e-05
4.994930970103805823e-02,-5.564632966780648504e-02,-4.213752067234836918e-02,8.483200046824779239e-01,1.283735399640124175e+00,1.801654942601937481e+00,3.562989820488904780e+00,8.417399161953806885e-01,-1.387063067749603268e-05
4.868966632471695422e-02,-5.630480315990008672e-02,-4.242258076233788866e-02,8.519465642968933050e-01,1.284537427247158359e+00,1.801654942601937481e+00,3.605990162652210174e+00,8.096418897445870622e-01,-1.387063067749603268e-05
4.740028586177064129e-02,-5.709552035764055983e-02,-4.271565255935365346e-02,8.556080779006159931e-01,1.285409196385238983e+00,1.801654942601937481e+00,3.613263227847955061e+00,8.409312584268826551e-01,-1.387063067749603268e-05
4.608127637043116925e-02,-5.801950493643737161e-02,-4.287745360167741215e-02,8.592694250567706193e-01,1.286350707054366271e+00,1.801620071836413928e+00,3.612345685628638670e+00,9.366351424439357531e-01,-6.101274316110179979e-02
4.451844561606991407e-02,-5.909234809812102113e-02,-4.330478602955299683e-02,8.630354677332788826e-01,1.287431700785586219e+00,1.801620071836413928e+00,3.733102009243851604e+00,1.063533381323143789e+00,-2.117351772919769375e-03
4.299024083117260892e-02,-6.012718937403713215e-02,-4.362684563724331110e-02,8.668364643990944529e-01,1.288547565282329277e+00,1.801620071836413928e+00,3.752453619633560944e+00,1.108006090932865506e+00,-8.183672099722659671e-05
4.130051999148079411e-02,-6.112441892731780568e-02,-4.391343833866340196e-02,8.706722486066492683e-01,1.289663429779072557e+00,1.801585201070890818e+00,3.866264918468550249e+00,1.094869216618209018e+00,-1.135241767799662765e-02
